"","year","race","FORCE_USED","HAD_WEAPON"
"648",2014,"B",FALSE,FALSE
"649",2014,"B",FALSE,FALSE
"650",2014,"B",FALSE,FALSE
"651",2014,"B",TRUE,FALSE
"652",2014,"Z",FALSE,FALSE
"653",2014,"B",FALSE,FALSE
"654",2014,"B",FALSE,FALSE
"655",2014,"B",FALSE,FALSE
"656",2014,"Q",FALSE,FALSE
"657",2014,"Q",FALSE,FALSE
"658",2014,"Q",FALSE,FALSE
"659",2014,"B",FALSE,FALSE
"660",2014,"B",FALSE,FALSE
"661",2014,"B",FALSE,FALSE
"662",2014,"Q",FALSE,FALSE
"663",2014,"P",FALSE,FALSE
"664",2014,"B",TRUE,FALSE
"665",2014,"W",FALSE,FALSE
"666",2014,"B",FALSE,FALSE
"667",2014,"B",FALSE,FALSE
"668",2014,"Q",FALSE,FALSE
"669",2014,"P",FALSE,FALSE
"670",2014,"W",TRUE,FALSE
"671",2014,"W",FALSE,FALSE
"672",2014,"B",FALSE,FALSE
"673",2014,"Q",TRUE,FALSE
"674",2014,"W",FALSE,TRUE
"675",2014,"A",FALSE,FALSE
"676",2014,"A",FALSE,FALSE
"677",2014,"B",FALSE,FALSE
"678",2014,"Q",FALSE,FALSE
"679",2014,"B",FALSE,FALSE
"680",2014,"B",FALSE,FALSE
"681",2014,"Q",FALSE,FALSE
"682",2014,"W",FALSE,FALSE
"683",2014,"B",FALSE,FALSE
"684",2014,"B",TRUE,FALSE
"685",2014,"B",FALSE,FALSE
"686",2014,"W",FALSE,FALSE
"687",2014,"A",FALSE,FALSE
"688",2014,"A",FALSE,FALSE
"689",2014,"W",FALSE,FALSE
"690",2014,"Q",FALSE,FALSE
"691",2014,"A",FALSE,FALSE
"692",2014,"B",TRUE,FALSE
"693",2014,"A",FALSE,FALSE
"694",2014,"B",TRUE,FALSE
"695",2014,"B",TRUE,FALSE
"696",2014,"B",TRUE,FALSE
"697",2014,"B",TRUE,FALSE
"698",2014,"Q",TRUE,FALSE
"699",2014,"Q",TRUE,TRUE
"700",2014,"W",FALSE,FALSE
"701",2014,"W",FALSE,FALSE
"702",2014,"B",TRUE,FALSE
"703",2014,"Q",FALSE,FALSE
"704",2014,"B",FALSE,FALSE
"705",2014,"B",FALSE,FALSE
"706",2014,"B",FALSE,FALSE
"707",2014,"B",FALSE,FALSE
"708",2014,"B",FALSE,FALSE
"709",2014,"W",TRUE,FALSE
"710",2014,"W",TRUE,FALSE
"711",2014,"W",TRUE,FALSE
"712",2014,"B",FALSE,FALSE
"713",2014,"B",FALSE,FALSE
"714",2014,"B",FALSE,FALSE
"715",2014,"Q",FALSE,FALSE
"716",2014,"B",FALSE,FALSE
"717",2014,"B",FALSE,FALSE
"718",2014,"B",FALSE,FALSE
"719",2014,"B",TRUE,FALSE
"720",2014,"Q",FALSE,FALSE
"721",2014,"Q",FALSE,FALSE
